,0
0,5.99711607638933
1,4.941999505439429
2,5.624178256134225
3,7.320995163146182
4,2.8934233543289665
5,5.6993493956163
6,5.693822500081329
7,4.6097373455428725
8,8.325643250517778
9,5.250692112817255
10,1.692900740025554
11,4.834701500094501
12,1.8377991955310913
13,3.255634734928821
14,4.464758883332404
15,8.390181350874228
16,5.319498592499772
17,7.135211188507463
18,2.292698751441297
19,2.7986345515873734
20,5.394437127451499
21,4.662407375015494
22,4.8730973277981695
23,4.470804784827092
24,11.389967170758858
25,2.326742585429157
26,12.041112683651999
27,4.7593634887359535
28,8.745682785643483
29,4.374896930240984
30,4.112775460835216
31,8.893024325052325
32,4.293623794831024
33,8.413569306107368
34,3.6118819319320306
35,3.956057764067027
36,7.973848479319683
37,3.01444308384889
38,3.2481614090799362
39,2.56611994235948
40,3.6396358593146965
41,6.103186849762696
42,7.72114528820037
43,3.5981796697194874
44,4.191727435563429
45,6.385291883052301
46,11.005880823864228
47,3.5888674221843244
48,6.437281169483526
49,3.858273754791447
50,8.70317634853411
51,6.567087882832582
52,10.48709674688682
53,3.2205399125466725
54,5.199056031179507
55,2.914497351442555
56,4.663778261969837
57,2.608501730432593
58,4.514247973119419
59,4.125397248704012
60,8.263583155499742
61,5.017615972514931
62,3.412486414393934
63,3.866806175323538
64,3.649933418896356
65,6.203812733131308
66,7.038720841435849
67,3.8309892485399804
68,4.112393012337527
69,6.532510426937844
70,8.967282051233642
71,6.589807996608317
72,9.606385917121221
73,3.560130672055474
74,4.483041094884052
75,9.031325642231097
76,7.2839606301591555
77,6.222895652239266
78,5.00029467137349
79,5.623488162081727
80,5.787443390558081
81,4.518707718689027
82,8.994852041551075
83,4.926303725923337
84,6.314134475613406
85,6.4462230060074805
86,6.661189852384063
87,3.47185665666369
88,4.391604425251486
89,3.8753830089160792
90,7.834567822963381
91,4.239485086609574
92,3.8590291464150432
93,6.8544551719362135
94,6.7812645415165935
95,2.192542762883425
96,6.188298384582065
97,5.055007114812819
98,11.153351502092642
99,4.811114135363769
100,4.406667809224307
101,3.3796215428070524
102,2.850302631028961
103,2.695306717085677
104,6.155273215117779
105,7.523521176248644
106,8.428434773500495
107,4.069582388685455
108,6.102296482699465
109,2.8680377606754415
110,4.571005450227985
111,7.029884117384521
112,7.157506652222114
113,3.059032805165538
114,2.4010014721293467
115,5.598499070747888
116,7.74914707329779
117,7.8284638277402525
118,1.4882736547972173
119,5.776158895292576
120,5.54662323219566
121,5.664408267019902
122,6.246653437586319
123,3.9835715076602556
124,10.418573606789721
125,7.031929987506475
126,5.6538809398191034
127,4.853935183178785
128,4.504759325156217
129,8.05716101495454
130,6.293802858896289
131,6.5295665882396685
132,5.722713337069716
133,8.576489039095542
134,3.140744573284682
135,2.3678422931283567
136,2.2352310783064704
137,7.814827422835902
138,2.579140564408889
139,3.8171455704583384
140,0.9187869243188324
141,4.025401687853867
142,6.339035756705919
143,3.4435788954603797
144,8.980420410950305
145,3.6883248216011895
146,4.729047956772954
147,5.569861434552817
148,4.399734464145707
149,3.657821969301345
150,4.1847691874638295
151,7.227017033675638
152,5.7432554202108
153,8.265548280666257
154,4.646837316121099
155,1.5232307258849234
156,1.3843904451367635
157,4.54375122982735
158,7.411588076957981
159,4.646980307035787
160,3.957640772016522
161,2.27242566873632
162,9.082214737832043
163,7.9472105203073555
164,5.151218539972505
165,1.824075074761877
166,3.2937609312528964
167,3.2781270193653658
168,1.153594882306048
169,4.700683147418596
170,5.222510605626176
171,7.14138047413447
172,2.8966563330470136
173,5.346155250296682
174,4.797158326555404
175,8.135556015674105
176,4.398313039514661
177,3.5924427691468273
178,6.3302821013336965
179,5.534215885558426
180,8.268922038136653
181,5.534580485163505
182,4.218423694930984
183,6.8962651514468405
184,6.336588059519736
185,4.084842947168727
186,6.4887821402613675
187,5.395982113111139
188,6.21572203444663
189,1.553644188484331
190,2.7322467113191387
191,10.431110720542813
192,3.985268443314615
193,7.514654304114281
194,5.367332764616101
195,4.806482330365824
196,2.5273930982042723
197,5.685302633317813
198,4.441149111551759
199,4.139511900153739
200,8.803662058766161
201,1.7704599539725754
202,4.113251660492577
203,4.493138768272727
204,1.744139555764265
205,7.359838538618324
206,3.3570487645035048
207,3.03579489318447
208,6.817434638375312
209,3.960309475143566
210,10.034625167089251
211,4.763723541005764
212,3.2168929511473414
213,5.882634925892258
214,2.420774946750082
215,3.9437882472352896
216,6.526902028597895
217,7.170725337149865
218,5.237228637869403
219,3.3962623531603344
220,3.7200096084635517
221,2.249386711661081
222,4.538734285331826
223,2.182081307406593
224,10.630180290644232
225,5.920221854696916
226,5.152149182249463
227,5.319226352941389
228,4.229794139878363
229,5.340856764557303
230,2.2672614675312683
231,3.7424378718350253
232,2.5871507180463853
233,3.442879417120866
234,10.370311597597007
235,3.029814671263025
236,2.3439576421476485
237,3.211223172587573
238,3.4744694700081133
239,6.762127867284319
240,2.5486324193947185
241,3.9690673038760957
242,4.921312172155469
243,4.175209159189321
244,1.4779013222961472
245,4.457474359775614
246,1.4785049315750798
247,5.7261893000025585
248,5.999835161850101
249,4.189621336114422
250,3.781762758555449
251,4.461128376993619
252,5.403708756438527
253,2.4952868239039674
254,3.25651080182179
255,2.630123808046086
256,1.5643649164913247
257,4.5599398681893275
258,5.398243390829683
259,5.671093202683793
260,6.843174029295932
261,3.9921802545521268
262,1.731696422235183
263,2.2417318644754247
264,5.521970207685104
265,6.927344129110821
266,2.5609878455109696
267,3.4379973499596477
268,11.738285740060151
269,8.100131540283401
270,1.9106934603325783
271,5.035755262656736
272,2.5780467252915282
273,8.127108436004125
274,3.303060851321487
275,9.514267258545425
276,2.9705515733076377
277,2.532017669091174
278,2.469186450207586
279,6.003330130635542
280,2.42869444229734
281,3.361939836007976
282,6.381205898569326
283,5.96855843086798
284,6.624510677397001
285,4.794321735824277
286,1.55235941767428
287,9.682887528274861
288,5.7397160755529
289,3.933562844451749
290,7.477905126975553
291,8.906730646617525
292,4.88215951871614
293,5.875522993087029
294,5.254583458718055
295,2.934702170739063
296,3.9458203298721903
297,7.566845769404368
298,3.4448451286331747
299,7.2551028379561355
300,9.360961801585374
301,6.953981065059722
302,1.668380730658339
303,4.417049977740388
304,3.678286560144349
305,5.12271639695603
306,5.816406078330277
307,9.710259875248775
308,3.524072723479725
309,2.4487988183438754
310,3.5028318601750295
311,2.453049597615204
312,2.8150107328225404
313,3.2157170665395767
314,4.378910244483572
315,3.8393895201933024
316,5.820671573103245
317,5.26796389186374
318,4.68678857266823
319,2.480910425290026
320,3.492676270860708
321,5.606579861406231
322,7.139138400497752
323,3.8980572267321953
324,4.700491782196494
325,6.751072345972378
326,3.3158047937533675
327,6.861138418802956
328,2.8600525101092495
329,3.3607303107681896
330,3.7756624806755723
331,8.543327779712769
332,4.01682575298367
333,3.22226240209182
334,1.6556971714703155
335,2.316126318246616
336,5.7965154710571385
337,7.220754727663909
338,3.6215586864597333
339,2.7670564438009917
340,2.716170164505719
341,4.051925425865627
342,6.052938100418804
343,2.3772103751985223
344,7.252411977290707
345,3.1716668979502516
346,3.771945800632319
347,6.92285374487531
348,4.413144429444638
349,6.876471102800597
350,6.870303310460653
351,2.143162619595228
352,6.268707740130373
353,4.598287549162831
354,2.5187913430977966
355,4.0704509964057225
356,5.525979992215443
357,4.920075902031828
358,5.7101993657399
359,9.139631433284881
360,5.560908646091471
361,2.383174799864349
362,3.247486757445976
363,1.7621734388246062
364,7.511074128188931
365,2.41343442425121
366,4.8294856852703
367,4.170927944231836
368,1.638016390255858
369,3.493746343124836
370,1.7004240875944396
371,6.988037638118591
372,5.69683836734365
373,6.522762824739386
374,2.7584805318498415
375,4.250033206261926
376,2.7744774439261066
377,6.589889213711658
378,8.961144703040544
379,2.636109248754462
380,9.552208328738656
381,4.90736849717864
382,3.9425179981277862
383,11.288733465248596
384,6.494744412805666
385,5.858941718444344
386,4.766418852458588
387,5.011495442418917
388,2.7169412420877537
389,3.114829682702163
390,2.7253954292084592
391,6.197127519089199
392,2.1046347887009826
393,3.7897938229649593
394,6.767130257983514
395,1.1674089133591368
396,2.838197503362093
397,1.1366846959181576
398,2.754945304957514
399,4.862979238601448
400,7.041259783750315
401,4.256898239425833
402,8.121986329356506
403,5.591803021353136
404,10.734270376650375
405,6.168792653192659
406,5.659735168775814
407,3.3536687507171816
408,2.4969204065878943
409,2.30912189661589
410,4.5074647841926785
411,8.419434962199414
412,3.7052756576974843
413,4.416404163806108
414,3.157379388448713
415,3.0827763403344934
416,7.5594348732714725
417,1.3472038230421166
418,10.892238185148585
419,2.9320575831391835
420,5.369425930039552
421,3.9329404549942866
422,7.4821090607632925
423,4.876378469715784
424,1.981595353835204
425,8.170009034166583
426,4.700171717888697
427,3.523344032589392
428,10.553909855373503
429,3.4981755533842724
430,2.479647060963018
431,2.0684868951141886
432,2.1221682004001177
433,6.948058131548826
434,2.9647922941295604
435,4.428281943512311
436,6.898266502721218
437,4.527776894901249
438,2.5893637328988466
439,8.01045016007435
440,3.4526429493339146
441,4.195158884104196
442,8.003915237369366
443,4.520030281161813
444,2.2439397468329307
445,5.039101363522353
446,6.357247409240419
447,9.009754122648772
448,3.5467803294976243
449,2.172938769927631
450,6.055887972906025
451,2.7546401109751146
452,4.074324308960763
453,5.7247263583464285
454,5.688954425733885
455,8.785712936194395
456,6.353110338426941
457,5.212526581149589
458,4.968224155663785
459,6.247209254035763
460,3.0850384998668794
461,2.4740049286869534
462,6.8841796101261785
463,6.074468034890333
464,4.262006280989425
465,5.317226859855099
466,1.3650622291988768
467,5.6547655037060975
468,4.510802218289574
469,5.819021459260782
470,6.258257894182837
471,2.329215191359101
472,4.845963001612582
473,2.8736037326597903
474,3.558730941684594
475,7.805525238596976
476,4.555572605657036
477,2.1801269480679406
478,4.192483052650369
479,4.589439796380378
480,7.700964315088677
481,5.787776576460233
482,4.5040112514136315
483,1.8778751033807557
484,4.506740635561726
485,5.996146992303061
486,4.048623958818249
487,6.281164487907746
488,5.561310231687561
489,7.324417761851918
490,7.915869041199023
491,4.225747881099812
492,4.570844431383256
493,2.418705929253858
494,8.807837913500585
495,8.1160351942231
496,1.589518428997271
497,5.664483702345163
498,5.596807199757003
499,4.476603253597787
500,8.14330296360098
501,3.998508388022569
502,3.671470356359842
503,3.928407584312141
504,4.250664619199357
505,3.7316557010732367
506,4.479510734368913
507,5.459562866853329
508,4.192195466861357
509,6.287731126399378
510,5.478550901166333
511,4.914400021827844
512,6.878024274502983
513,2.964124705001068
514,7.748313742457026
515,3.9359592568289203
516,8.905574835889205
517,4.3209981745960295
518,9.500565496529404
519,5.826567447008987
520,8.257861918372802
521,3.13180925106141
522,5.2927132142761755
523,5.685815760041625
524,6.8805205046371105
525,4.997842386945519
526,2.8448207796851817
527,5.460263132827014
528,3.7449608529152583
529,6.209315903347233
530,7.192548264970804
531,1.513373052024607
532,5.5636546977637344
533,7.693440289808163
534,5.23687144398774
535,4.3308682486098204
536,2.469500601477183
537,2.0907016931679587
538,2.268302117693399
539,3.854193992637166
540,4.500494444977524
541,5.4585411227540925
542,6.249435059817357
543,4.735056078008407
544,3.496001270525913
545,9.335617163559395
546,4.252410471467454
547,3.7380918302110633
548,5.579047082246807
549,12.728855480374099
550,4.031528989957832
551,5.945822447399685
552,3.327619587584074
553,6.622964889251604
554,5.397433080869074
555,6.428879423099674
556,5.056302611890366
557,2.0848584201490095
558,1.9088942860411
559,5.067384251092009
560,4.058783388696306
561,4.667466736807456
562,4.947272766142815
563,10.730639573319449
564,5.454788400312804
565,2.7560266353794423
566,4.758551205784405
567,6.679220891259677
568,4.230135845075932
569,4.044066678863113
570,4.6347933330126985
571,7.628850084267885
572,7.090700911297156
573,2.7475492356615656
574,4.027128559172704
575,6.073773057203737
576,2.592010977842533
577,3.502321136272206
578,6.1587303312097665
579,2.463561659754027
580,2.9246983497570698
581,6.542627995516308
582,3.096459396156425
583,2.3266246656215737
584,4.411783979334368
585,10.778254999343995
586,6.4566441919055695
587,7.414335402408564
588,4.306156093803387
589,2.732574024816539
590,5.130905823087697
591,4.959591854959248
592,1.6603617176828145
593,7.364373693711812
594,2.2697839194898006
595,6.720546391321573
596,6.04296122502253
597,2.515270456417568
598,0.8494882998040313
599,4.635509785307726
600,3.707188623929478
601,6.875565371807819
602,3.3339884047922945
603,4.6997531415070375
604,2.9963533033982457
605,7.751239651779883
606,5.372813523096979
607,6.580488963126857
608,8.095911395928049
609,3.48584984008809
610,4.346296667301092
611,2.850525478153286
612,1.462170712846891
613,5.756563466415328
614,2.5418126766502653
615,3.9192835266110873
616,1.460500828002831
617,7.980886435268355
618,3.184661810726745
619,7.453643236326269
620,2.811043807746528
621,4.43036017097319
622,3.930307531610804
623,4.006820338208197
624,4.605024673352687
625,1.8814717248310893
626,4.688069677448641
627,3.6216310950175563
628,4.235538392153613
629,4.3351757874093355
630,3.6405951240658627
631,7.667515864017335
632,6.357057826273646
633,3.2421904899191154
634,2.6771208450998767
635,1.517984284804374
636,4.712624569421672
637,7.345145291553982
638,2.7170957359293175
639,7.539473328832269
640,6.1349712889612755
641,6.89058812810493
642,5.474885866044183
643,4.665680698055851
644,4.8958502790564475
645,2.3811148527716632
646,2.6577666339316304
647,3.437701024135739
648,5.781007971046856
649,4.802487275453189
650,4.270401965712564
651,8.188750768216272
652,9.107233736157957
653,5.05234454956456
654,4.201346120041275
655,3.0144960948849975
656,3.884039453283232
657,4.022095300638891
658,9.754982492894099
659,4.350863513310291
660,6.578512369571925
661,3.1773302366568528
662,7.222194180423101
663,6.870838815968784
664,2.0298446521896314
665,9.337561250921599
666,3.9591529571428774
667,3.3994520065810603
668,5.065106825436054
669,3.45834659819999
670,7.349741438417227
671,1.2850377260576067
672,4.827635650826676
673,1.7908153404217206
674,14.223065088822079
675,6.314442323384228
676,5.441835106023717
677,5.245557301158824
678,4.932714607672373
679,4.312264369555688
680,5.973877868993851
681,4.960496605633003
682,8.051692063199416
683,1.6179024259481398
684,6.207954145326491
685,4.3245230449979895
686,6.460736331997903
687,5.931371420434785
688,4.281439885125239
689,10.06684986686769
690,8.834632775311178
691,6.127871742250577
692,4.098012064592909
693,4.235452794112514
694,3.6938030552893952
695,4.94634496905694
696,5.536034416719798
697,3.1047208063329013
698,6.228426290978987
699,5.384129432167165
700,4.6361816600870265
701,2.4928231191670887
702,6.342323239528377
703,7.692989556583023
704,1.3854229207163513
705,3.0481155769551465
706,5.119397808006565
707,4.864881254654516
708,2.101326567469114
709,8.860170334144298
710,2.3249102331337608
711,5.164384851538582
712,3.5202756930305563
713,9.926658632734206
714,6.606208410639989
715,5.4169736191330085
716,5.158126161773544
717,8.978871718386866
718,5.725828016427924
719,7.667791796261444
720,5.496122965607672
721,3.164137932115812
722,4.355417508307689
723,3.449115260342856
724,4.561654900166975
725,6.08442197233255
726,6.10487255270012
727,5.003203516939652
728,7.184556935175401
729,7.874086450468412
730,4.64791837783053
731,6.972867088400867
732,8.583331333237762
733,4.531254961330653
734,5.325045311054509
735,10.8642956812804
736,5.091294321537861
737,5.1135323040999445
738,4.1384553425328106
739,3.9126454140184763
740,3.0987120436960023
741,6.735644155953873
742,6.445195791308129
743,3.3594009154882833
744,6.130386332353277
745,3.2444155597536035
746,3.6615705876456426
747,3.8666852131166523
748,4.631207766359831
749,11.02726173722334
750,7.991375695834221
751,7.687577882932278
752,2.059189684011666
753,7.84038783167399
754,3.3661375748640037
755,6.263864227493918
756,4.860584900550082
757,6.307626294616522
758,4.816567133943464
759,10.52220689223415
760,3.6702949983440187
761,2.07629860205817
762,5.566636168465443
763,5.343603729083458
764,3.763205544745594
765,4.626349181617651
766,5.196832935114006
767,3.9341618558456113
768,6.858889534694978
769,3.046261130128912
770,5.309423101759112
771,9.801023263942591
772,7.069540526878609
773,5.715652138110359
774,8.569408843865908
775,4.31647784800916
776,7.119819796401639
777,4.276326800525346
778,5.656913791805168
779,5.048046406403206
780,6.258324629972558
781,4.984825327477739
782,9.421139786674047
783,3.166319085513405
784,4.939699469776001
785,4.127388693367564
786,4.963084757558324
787,10.379501387683492
