,0
0,0.8912284606705702
1,0.6845347592412123
2,0.47065734397599523
3,0.7050399322055374
4,0.8873869208833718
5,0.8897494101074243
6,0.4286460914381145
7,0.4326955417775993
8,0.019420763977494482
9,0.09871847439850157
10,0.2855047522722415
11,0.5120477123594659
12,0.39756285352269893
13,0.22178319567131044
14,0.915368953702843
15,0.7705001976812771
16,0.6848515194764357
17,0.5863107634613104
18,0.764358081998483
19,0.9317942971487457
20,0.17951887593164284
21,0.5715618644453778
22,0.4003704788781238
23,0.3806384026386449
24,0.9870382056391372
25,0.25658679230188675
26,0.1812102640518236
27,0.2767806272929245
28,0.7074366156879338
29,0.39924239016997864
30,0.9237266250706786
31,0.31269610541811554
32,0.16151886801075488
33,0.7412903183500589
34,0.5657790907709543
35,0.45635002666691393
36,0.27181317378443426
37,0.6514504314302353
38,0.6913696255910716
39,0.6009961892392074
40,0.330567636389147
41,0.8432316453820524
42,0.49306013845785546
43,0.7277648848249596
44,0.37849931254927205
45,0.8789614211483168
46,0.7507128377810147
47,0.3863851546333177
48,0.9782299179729173
49,0.5269473807472633
50,0.6810557215799964
51,0.15607581793248004
52,0.9001928807492207
53,0.7762911646007435
54,0.234391371978645
55,0.1154229342058728
56,0.7976942734448341
57,0.15371581297784498
58,0.9673496877192996
59,0.8547002736491575
60,0.37800274978871673
61,0.08711377933665032
62,0.35126869126950855
63,0.7354228398583934
64,0.13569517579482393
65,0.44395980178158745
66,0.5146634213200288
67,0.027193945436174705
68,0.5745628126856971
69,0.9520867006704667
70,0.30965579593387316
71,0.04273521252214629
72,0.9775604464924176
73,0.6055935531219119
74,0.15424476645684737
75,0.5055216408959817
76,0.0988514382515484
77,0.44360479195217173
78,0.9193430245725924
79,0.2982448434408652
80,0.5127730062670754
81,0.4130125389689311
82,0.7432208451363123
83,0.8411700301210356
84,0.27332050607859315
85,0.08095884751716398
86,0.8407757384696453
87,0.9333162241158495
88,0.31331779560550144
89,0.30998501861138805
90,0.5526051619730551
91,0.24111814549556665
